"Overlast";"Perioden";"Wijken en buurten";"Geregistreerde overlast (aantal)"
"Geluidshinder horeca";"2023 april";"Schinkelbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Schinkelbuurt Noord";"       0"
"Geluidshinder horeca";"2023 april";"Schinkelbuurt Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Willemspark";"       0"
"Geluidshinder horeca";"2023 april";"Valeriusbuurt Oost";"       0"
"Geluidshinder horeca";"2023 april";"Valeriusbuurt West";"       0"
"Geluidshinder horeca";"2023 april";"Willemsparkbuurt Noord";"       0"
"Geluidshinder horeca";"2023 april";"Vondelpark West";"       0"
"Geluidshinder horeca";"2023 april";"Museumkwartier";"       0"
"Geluidshinder horeca";"2023 april";"Johannnes Vermeerbuurt";"       0"
"Geluidshinder horeca";"2023 april";"P.C. Hooftbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Concertgebouwbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Cornelis Schuytbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Banpleinbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Hondecoeterbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Harmoniehofbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Museumplein";"       0"
"Geluidshinder horeca";"2023 april";"Vondelpark Oost";"       0"
"Geluidshinder horeca";"2023 april";"Duivelseiland";"       0"
"Geluidshinder horeca";"2023 april";"Stadionbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Bertelmanpleinbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Marathonbuurt Oost";"       0"
"Geluidshinder horeca";"2023 april";"Marathonbuurt West";"       0"
"Geluidshinder horeca";"2023 april";"Olympisch Stadion e.o.";"       0"
"Geluidshinder horeca";"2023 april";"IJsbaanpad e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Van Tuyllbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Apollobuurt";"       0"
"Geluidshinder horeca";"2023 april";"Diepenbrockbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Beethovenbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Hiltonbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Minervabuurt Noord";"       0"
"Geluidshinder horeca";"2023 april";"Minervabuurt Midden";"       0"
"Geluidshinder horeca";"2023 april";"Minervabuurt Zuid";"       0"
"Geluidshinder horeca";"2023 april";"IJburg Oost";"       0"
"Geluidshinder horeca";"2023 april";"Strandeiland";"       0"
"Geluidshinder horeca";"2023 april";"Middeneiland Zuidoost";"       0"
"Geluidshinder horeca";"2023 april";"Middeneiland Zuidwest";"       0"
"Geluidshinder horeca";"2023 april";"Buiteneiland";"       0"
"Geluidshinder horeca";"2023 april";"Centrumeiland";"       0"
"Geluidshinder horeca";"2023 april";"IJburg Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Rieteiland Oost";"       0"
"Geluidshinder horeca";"2023 april";"Haveneiland Oost";"       0"
"Geluidshinder horeca";"2023 april";"Haveneiland Noord";"       0"
"Geluidshinder horeca";"2023 april";"Scheldebuurt";"       0"
"Geluidshinder horeca";"2023 april";"Wielingenbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Scheldebuurt West";"       0"
"Geluidshinder horeca";"2023 april";"Scheldebuurt Midden";"       0"
"Geluidshinder horeca";"2023 april";"Scheldebuurt Oost";"       0"
"Geluidshinder horeca";"2023 april";"Veluwebuurt";"       0"
"Geluidshinder horeca";"2023 april";"Kop Zuidas";"       0"
"Geluidshinder horeca";"2023 april";"IJselbuurt";"       1"
"Geluidshinder horeca";"2023 april";"IJselbuurt West";"       1"
"Geluidshinder horeca";"2023 april";"IJselbuurt Oost";"       0"
"Geluidshinder horeca";"2023 april";"Rijnbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Kromme Mijdrechtbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Rijnbuurt Oost";"       0"
"Geluidshinder horeca";"2023 april";"Rijnbuurt Midden";"       0"
"Geluidshinder horeca";"2023 april";"Rijnbuurt West";"       0"
"Geluidshinder horeca";"2023 april";"Zorgvlied";"       0"
"Geluidshinder horeca";"2023 april";"Frankendael";"       0"
"Geluidshinder horeca";"2023 april";"De Eenhoorn";"       0"
"Geluidshinder horeca";"2023 april";"Julianapark";"       0"
"Geluidshinder horeca";"2023 april";"Don Bosco";"       0"
"Geluidshinder horeca";"2023 april";"Frankendael";"       0"
"Geluidshinder horeca";"2023 april";"Tuindorp Amstelstation";"       0"
"Geluidshinder horeca";"2023 april";"De Wetbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Tuindorp Frankendael";"       0"
"Geluidshinder horeca";"2023 april";"Van der Kunbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Middenmeer";"       0"
"Geluidshinder horeca";"2023 april";"Linnaeusparkbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Middenmeer Noord";"       0"
"Geluidshinder horeca";"2023 april";"Middenmeer Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Sportpark Middenmeer Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Sportpark Middenmeer Noord";"       0"
"Geluidshinder horeca";"2023 april";"Park de Meer";"       0"
"Geluidshinder horeca";"2023 april";"Sportpark Voorland";"       0"
"Geluidshinder horeca";"2023 april";"Science Park Noord";"       0"
"Geluidshinder horeca";"2023 april";"Science Park Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Betondorp";"       0"
"Geluidshinder horeca";"2023 april";"Betondorp";"       0"
"Geluidshinder horeca";"2023 april";"Nieuwe Oosterbegraafplaats";"       0"
"Geluidshinder horeca";"2023 april";"Drieburg";"       0"
"Geluidshinder horeca";"2023 april";"Omval/Overamstel";"       0"
"Geluidshinder horeca";"2023 april";"Weespertrekvaart";"       0"
"Geluidshinder horeca";"2023 april";"Amstelglorie";"       0"
"Geluidshinder horeca";"2023 april";"Overamstel";"       0"
"Geluidshinder horeca";"2023 april";"Amstelkwartier Noord";"       0"
"Geluidshinder horeca";"2023 april";"De Omval";"       0"
"Geluidshinder horeca";"2023 april";"Amstelkwartier Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Amstelkwartier West";"       0"
"Geluidshinder horeca";"2023 april";"Prinses Irenebuurt e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Prinses Irenebuurt";"       0"
"Geluidshinder horeca";"2023 april";"Beatrixpark";"       0"
"Geluidshinder horeca";"2023 april";"Volewijck";"       0"
"Geluidshinder horeca";"2023 april";"Van der Pekbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Bloemenbuurt Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Bloemenbuurt Noord";"       0"
"Geluidshinder horeca";"2023 april";"IJplein/Vogelbuurt";"       0"
"Geluidshinder horeca";"2023 april";"IJplein e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Vogelbuurt Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Vogelbuurt Noord";"       0"
"Geluidshinder horeca";"2023 april";"Vliegenbos";"       0"
"Geluidshinder horeca";"2023 april";"Tuindorp Nieuwendam";"       0"
"Geluidshinder horeca";"2023 april";"Tuindorp Nieuwendam West";"       0"
"Geluidshinder horeca";"2023 april";"Tuindorp Nieuwendam Oost";"       0"
"Geluidshinder horeca";"2023 april";"Tuindorp Buiksloot";"       0"
"Geluidshinder horeca";"2023 april";"Blauwe Zand";"       0"
"Geluidshinder horeca";"2023 april";"Nieuwendammerdijk/Buiksloterdijk";"       0"
"Geluidshinder horeca";"2023 april";"Buiksloterdijk West";"       0"
"Geluidshinder horeca";"2023 april";"Buiksloterdijk Oost";"       0"
"Geluidshinder horeca";"2023 april";"Nieuwendammerdijk West";"       0"
"Geluidshinder horeca";"2023 april";"Nieuwendammerdijk Oost";"       0"
"Geluidshinder horeca";"2023 april";"Nieuwendammerdijk Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Tuindorp Oostzaan";"       0"
"Geluidshinder horeca";"2023 april";"Tuindorp Oostzaan West";"       0"
"Geluidshinder horeca";"2023 april";"Tuindorp Oostzaan Oost";"       0"
"Geluidshinder horeca";"2023 april";"Terrasdorp";"       0"
"Geluidshinder horeca";"2023 april";"De Bongerd";"       0"
"Geluidshinder horeca";"2023 april";"Oostzanerwerf";"       0"
"Geluidshinder horeca";"2023 april";"Oostzanerdijk";"       0"
"Geluidshinder horeca";"2023 april";"Walvisbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Twiske West";"       0"
"Geluidshinder horeca";"2023 april";"Noorder IJplas";"       0"
"Geluidshinder horeca";"2023 april";"Molenwijk";"       0"
"Geluidshinder horeca";"2023 april";"Circus/Kermisbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Kadoelen";"       0"
"Geluidshinder horeca";"2023 april";"Kadoelen";"       0"
"Geluidshinder horeca";"2023 april";"Twiske Oost";"       0"
"Geluidshinder horeca";"2023 april";"Waterlandpleinbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Baanakkerspark Noord";"       0"
"Geluidshinder horeca";"2023 april";"Baanakkerspark Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Werengouw Midden";"       0"
"Geluidshinder horeca";"2023 april";"Markengouw Midden";"       0"
"Geluidshinder horeca";"2023 april";"Markengouw Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Werengouw Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Buikslotermeer";"       0"
"Geluidshinder horeca";"2023 april";"Rode Kruisbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Loenermark";"       0"
"Geluidshinder horeca";"2023 april";"Buikslotermeerplein";"       0"
"Geluidshinder horeca";"2023 april";"Plan van Gool";"       0"
"Geluidshinder horeca";"2023 april";"De Kleine Wereld";"       0"
"Geluidshinder horeca";"2023 april";"Buikslotermeer Noord";"       0"
"Geluidshinder horeca";"2023 april";"Banne Buiksloot";"       0"
"Geluidshinder horeca";"2023 april";"Banne Zuidwest";"       0"
"Geluidshinder horeca";"2023 april";"Banne Zuidoost";"       0"
"Geluidshinder horeca";"2023 april";"Banne Noordwest";"       0"
"Geluidshinder horeca";"2023 april";"Banne Noordoost";"       0"
"Geluidshinder horeca";"2023 april";"Buiksloterbreek";"       0"
"Geluidshinder horeca";"2023 april";"Marjoleinterrein";"       0"
"Geluidshinder horeca";"2023 april";"Noordelijke IJ-oevers West";"       1"
"Geluidshinder horeca";"2023 april";"Papaverweg e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Cornelis Douwesterrein";"       0"
"Geluidshinder horeca";"2023 april";"NDSM terrein";"       1"
"Geluidshinder horeca";"2023 april";"Buiksloterham";"       0"
"Geluidshinder horeca";"2023 april";"Overhoeks";"       0"
"Geluidshinder horeca";"2023 april";"Noordelijke IJ-oevers Oost";"       0"
"Geluidshinder horeca";"2023 april";"Bedrijventerrein Hamerstraat";"       0"
"Geluidshinder horeca";"2023 april";"Zamenhofstraat e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Bedrijventerrein Nieuwendammerdijk";"       0"
"Geluidshinder horeca";"2023 april";"Waterland";"       0"
"Geluidshinder horeca";"2023 april";"Schellingwoude West";"       0"
"Geluidshinder horeca";"2023 april";"Schellingwoude Oost";"       0"
"Geluidshinder horeca";"2023 april";"Schellingwoude Noord";"       0"
"Geluidshinder horeca";"2023 april";"Durgerdam";"       0"
"Geluidshinder horeca";"2023 april";"Zwarte Gouw";"       0"
"Geluidshinder horeca";"2023 april";"Ransdorp";"       0"
"Geluidshinder horeca";"2023 april";"Holysloot";"       0"
"Geluidshinder horeca";"2023 april";"Zunderdorp";"       0"
"Geluidshinder horeca";"2023 april";"Noorderstrook West";"       0"
"Geluidshinder horeca";"2023 april";"Noorderstrook Oost";"       0"
"Geluidshinder horeca";"2023 april";"Elzenhagen";"       0"
"Geluidshinder horeca";"2023 april";"Nintemanterrein";"       0"
"Geluidshinder horeca";"2023 april";"Elzenhagen Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Elzenhagen Noord";"       0"
"Geluidshinder horeca";"2023 april";"Chassébuurt";"       1"
"Geluidshinder horeca";"2023 april";"Kortenaerkwartier";"       0"
"Geluidshinder horeca";"2023 april";"Filips van Almondekwartier";"       0"
"Geluidshinder horeca";"2023 april";"De Wester Quartier";"       1"
"Geluidshinder horeca";"2023 april";"Van Brakelkwartier";"       0"
"Geluidshinder horeca";"2023 april";"Slotermeer-Noordoost";"       0"
"Geluidshinder horeca";"2023 april";"Buurt 3";"       0"
"Geluidshinder horeca";"2023 april";"Buurt 2";"       0"
"Geluidshinder horeca";"2023 april";"Slotermeer-Zuidwest";"       1"
"Geluidshinder horeca";"2023 april";"Slotermeer Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Noordoever Sloterplas";"       0"
"Geluidshinder horeca";"2023 april";"Buurt 4 Oost";"       1"
"Geluidshinder horeca";"2023 april";"Buurt 5 Noord";"       0"
"Geluidshinder horeca";"2023 april";"Sloterpark";"       0"
"Geluidshinder horeca";"2023 april";"Buurt 5 Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Geuzenveld";"       0"
"Geluidshinder horeca";"2023 april";"Buurt 6";"       0"
"Geluidshinder horeca";"2023 april";"Buurt 7";"       0"
"Geluidshinder horeca";"2023 april";"Buurt 8";"       0"
"Geluidshinder horeca";"2023 april";"Buurt 9";"       0"
"Geluidshinder horeca";"2023 april";"Eendrachtspark";"       0"
"Geluidshinder horeca";"2023 april";"Eendracht";"       0"
"Geluidshinder horeca";"2023 april";"Osdorper Binnenpolder";"       0"
"Geluidshinder horeca";"2023 april";"Buurt 10";"       0"
"Geluidshinder horeca";"2023 april";"Lutkemeer/Ookmeer";"       0"
"Geluidshinder horeca";"2023 april";"Ookmeer";"       0"
"Geluidshinder horeca";"2023 april";"Osdorper Bovenpolder";"       0"
"Geluidshinder horeca";"2023 april";"Bedrijvenpark Lutkemeer";"       0"
"Geluidshinder horeca";"2023 april";"Osdorp-Oost";"       0"
"Geluidshinder horeca";"2023 april";"Wildeman";"       0"
"Geluidshinder horeca";"2023 april";"Meer en Oever";"       0"
"Geluidshinder horeca";"2023 april";"Osdorpplein e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Calandlaan/Lelylaan";"       0"
"Geluidshinder horeca";"2023 april";"Osdorp Zuidoost";"       0"
"Geluidshinder horeca";"2023 april";"Osdorp-Midden";"       0"
"Geluidshinder horeca";"2023 april";"Osdorp Midden Noord";"       0"
"Geluidshinder horeca";"2023 april";"Osdorp Midden Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Zuidwestkwadrant Osdorp Noord";"       0"
"Geluidshinder horeca";"2023 april";"Zuidwestkwadrant Osdorp Zuid";"       0"
"Geluidshinder horeca";"2023 april";"De Punt";"       0"
"Geluidshinder horeca";"2023 april";"De Punt";"       0"
"Geluidshinder horeca";"2023 april";"Bedrijvencentrum Osdorp";"       0"
"Geluidshinder horeca";"2023 april";"Middelveldsche Akerpolder";"       0"
"Geluidshinder horeca";"2023 april";"Middelveldsche Akerpolder";"       0"
"Geluidshinder horeca";"2023 april";"De Aker West";"       0"
"Geluidshinder horeca";"2023 april";"De Aker Oost";"       0"
"Geluidshinder horeca";"2023 april";"Slotervaart Noord";"       0"
"Geluidshinder horeca";"2023 april";"Oostoever Sloterplas";"       0"
"Geluidshinder horeca";"2023 april";"Emanuel van Meterenbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Jacob Geelbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Overtoomse Veld";"       0"
"Geluidshinder horeca";"2023 april";"Overtoomse Veld Noord";"       0"
"Geluidshinder horeca";"2023 april";"Overtoomse Veld Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Rembrandtpark Noord";"       0"
"Geluidshinder horeca";"2023 april";"Rembrandtpark Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Johan Jongkindbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Lucas/Andreasziekenhuis e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Westlandgracht";"       0"
"Geluidshinder horeca";"2023 april";"Koningin Wilhelminaplein";"       0"
"Geluidshinder horeca";"2023 april";"Andreasterrein";"       0"
"Geluidshinder horeca";"2023 april";"Delflandpleinbuurt Oost";"       0"
"Geluidshinder horeca";"2023 april";"Delflandpleinbuurt West";"       0"
"Geluidshinder horeca";"2023 april";"Riekerhaven";"       0"
"Geluidshinder horeca";"2023 april";"Schipluidenbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Sloter-/Riekerpolder";"       0"
"Geluidshinder horeca";"2023 april";"Riekerpolder";"       0"
"Geluidshinder horeca";"2023 april";"Park Haagseweg";"       0"
"Geluidshinder horeca";"2023 april";"Nieuwe Meer";"       0"
"Geluidshinder horeca";"2023 april";"Sloterweg e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Nieuw Sloten Noordwest";"       0"
"Geluidshinder horeca";"2023 april";"Nieuw Sloten Noordoost";"       0"
"Geluidshinder horeca";"2023 april";"Belgiëplein e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Nieuw Sloten Zuidwest";"       0"
"Geluidshinder horeca";"2023 april";"Nieuw Sloten Zuidoost";"       0"
"Geluidshinder horeca";"2023 april";"Dorp Sloten";"       0"
"Geluidshinder horeca";"2023 april";"Slotervaart Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Louis Chrispijnbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Jacques Veltmanbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Staalmanbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Medisch Centrum Slotervaart";"       0"
"Geluidshinder horeca";"2023 april";"Buitenveldert-West";"       0"
"Geluidshinder horeca";"2023 april";"Gelderlandpleinbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Buitenveldert Midden Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Buitenveldert Zuidwest";"       0"
"Geluidshinder horeca";"2023 april";"Amsterdamse Bos";"       0"
"Geluidshinder horeca";"2023 april";"Buitenveldert West Midden";"       0"
"Geluidshinder horeca";"2023 april";"Zuiderhof";"       0"
"Geluidshinder horeca";"2023 april";"Buitenveldert-Oost";"       0"
"Geluidshinder horeca";"2023 april";"De Klenckebuurt";"       0"
"Geluidshinder horeca";"2023 april";"Buitenveldert Oost Midden";"       0"
"Geluidshinder horeca";"2023 april";"Buitenveldert Zuidoost";"       0"
"Geluidshinder horeca";"2023 april";"Amstelpark";"       0"
"Geluidshinder horeca";"2023 april";"Amstel III/Bullewijk";"       0"
"Geluidshinder horeca";"2023 april";"Hoofdcentrum Zuidoost";"       0"
"Geluidshinder horeca";"2023 april";"Amstel III deel A/B Noord";"       0"
"Geluidshinder horeca";"2023 april";"Amstel III deel C/D Noord";"       0"
"Geluidshinder horeca";"2023 april";"Amstel III deel A/B Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Amstel III deel C/D Zuid";"       0"
"Geluidshinder horeca";"2023 april";"AMC";"       0"
"Geluidshinder horeca";"2023 april";"Hoge Dijk";"       0"
"Geluidshinder horeca";"2023 april";"Bijlmer Centrum (D,F,H)";"       0"
"Geluidshinder horeca";"2023 april";"Venserpolder West";"       0"
"Geluidshinder horeca";"2023 april";"Venserpolder Oost";"       0"
"Geluidshinder horeca";"2023 april";"D-buurt";"       0"
"Geluidshinder horeca";"2023 april";"F-buurt";"       0"
"Geluidshinder horeca";"2023 april";"Amsterdamse Poort";"       0"
"Geluidshinder horeca";"2023 april";"Hoptille";"       0"
"Geluidshinder horeca";"2023 april";"Rechte H-buurt";"       0"
"Geluidshinder horeca";"2023 april";"Hakfort/Huigenbos";"       0"
"Geluidshinder horeca";"2023 april";"Huntum";"       0"
"Geluidshinder horeca";"2023 april";"Vogeltjeswei";"       0"
"Geluidshinder horeca";"2023 april";"Nelson Mandelapark";"       0"
"Geluidshinder horeca";"2023 april";"Bijlmer Oost (E,G,K)";"       0"
"Geluidshinder horeca";"2023 april";"E-buurt";"       0"
"Geluidshinder horeca";"2023 april";"G-buurt West";"       0"
"Geluidshinder horeca";"2023 april";"Bijlmermuseum Noord";"       0"
"Geluidshinder horeca";"2023 april";"Kortvoort";"       0"
"Geluidshinder horeca";"2023 april";"Kelbergen";"       0"
"Geluidshinder horeca";"2023 april";"K-buurt Midden";"       0"
"Geluidshinder horeca";"2023 april";"K-buurt Zuidoost";"       0"
"Geluidshinder horeca";"2023 april";"K-buurt Zuidwest";"       0"
"Geluidshinder horeca";"2023 april";"Grunder/Koningshoef";"       0"
"Geluidshinder horeca";"2023 april";"G-buurt Oost";"       0"
"Geluidshinder horeca";"2023 april";"Kantershof";"       0"
"Geluidshinder horeca";"2023 april";"Gooise Kant";"       0"
"Geluidshinder horeca";"2023 april";"G-buurt Noord";"       0"
"Geluidshinder horeca";"2023 april";"Bijlmermuseum Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Nellestein";"       0"
"Geluidshinder horeca";"2023 april";"L-buurt";"       0"
"Geluidshinder horeca";"2023 april";"Gaasperpark";"       0"
"Geluidshinder horeca";"2023 april";"Gaasperplas";"       0"
"Geluidshinder horeca";"2023 april";"Holendrecht/Reigersbos";"       0"
"Geluidshinder horeca";"2023 april";"Holendrecht West";"       0"
"Geluidshinder horeca";"2023 april";"Reigersbos Noord";"       0"
"Geluidshinder horeca";"2023 april";"Holendrecht Oost";"       0"
"Geluidshinder horeca";"2023 april";"Gaasperdam Noord";"       0"
"Geluidshinder horeca";"2023 april";"Gaasperdam Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Reigersbos Midden";"       0"
"Geluidshinder horeca";"2023 april";"Reigersbos Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Gein";"       0"
"Geluidshinder horeca";"2023 april";"Gein Noordwest";"       0"
"Geluidshinder horeca";"2023 april";"Gein Zuidwest";"       0"
"Geluidshinder horeca";"2023 april";"Gein Noordoost";"       0"
"Geluidshinder horeca";"2023 april";"Gein Zuidoost";"       0"
"Geluidshinder horeca";"2023 april";"Driemond";"       0"
"Geluidshinder horeca";"2023 april";"Dorp Driemond";"       0"
"Geluidshinder horeca";"2023 april";"Landelijk gebied Driemond";"       0"
"Geluidshinder evenement";"2023 april";"Amsterdam";"       3"
"Geluidshinder evenement";"2023 april";"Burgwallen-Oude Zijde";"       0"
"Geluidshinder evenement";"2023 april";"Kop Zeedijk";"       0"
"Geluidshinder evenement";"2023 april";"Oude Kerk e.o.";"       0"
"Geluidshinder evenement";"2023 april";"Burgwallen Oost";"       0"
"Geluidshinder evenement";"2023 april";"Nes e.o.";"       0"
"Geluidshinder evenement";"2023 april";"BG-terrein e.o.";"       0"
"Geluidshinder evenement";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"Geluidshinder evenement";"2023 april";"Stationsplein e.o.";"       0"
"Geluidshinder evenement";"2023 april";"Hemelrijk";"       0"
"Geluidshinder evenement";"2023 april";"Nieuwendijk Noord";"       0"
"Geluidshinder evenement";"2023 april";"Spuistraat Noord";"       0"
"Geluidshinder evenement";"2023 april";"Nieuwe Kerk e.o.";"       0"
"Geluidshinder evenement";"2023 april";"Spuistraat Zuid";"       0"
"Geluidshinder evenement";"2023 april";"Begijnhofbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Kalverdriehoek";"       0"
"Geluidshinder evenement";"2023 april";"Grachtengordel-West";"       0"
"Geluidshinder evenement";"2023 april";"Langestraat e.o.";"       0"
"Geluidshinder evenement";"2023 april";"Leliegracht e.o.";"       0"
"Geluidshinder evenement";"2023 april";"Felix Meritisbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Leidsegracht Noord";"       0"
"Geluidshinder evenement";"2023 april";"Grachtengordel-Zuid";"       0"
"Geluidshinder evenement";"2023 april";"Spiegelbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Gouden Bocht";"       0"
"Geluidshinder evenement";"2023 april";"Van Loonbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Amstelveldbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Rembrandtpleinbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Reguliersbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Leidsegracht Zuid";"       0"
"Geluidshinder evenement";"2023 april";"Nieuwmarkt/Lastage";"       1"
"Geluidshinder evenement";"2023 april";"Oosterdokseiland";"       0"
"Geluidshinder evenement";"2023 april";"Scheepvaarthuisbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Rapenburg";"       0"
"Geluidshinder evenement";"2023 april";"Lastage";"       0"
"Geluidshinder evenement";"2023 april";"Nieuwmarkt";"       1"
"Geluidshinder evenement";"2023 april";"Uilenburg";"       0"
"Geluidshinder evenement";"2023 april";"Valkenburg";"       0"
"Geluidshinder evenement";"2023 april";"Zuiderkerkbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Waterloopleinbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Haarlemmerbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Westerdokseiland";"       0"
"Geluidshinder evenement";"2023 april";"Haarlemmerbuurt Oost";"       0"
"Geluidshinder evenement";"2023 april";"Haarlemmerbuurt West";"       0"
"Geluidshinder evenement";"2023 april";"Westelijke eilanden";"       0"
"Geluidshinder evenement";"2023 april";"Planciusbuurt Noord";"       0"
"Geluidshinder evenement";"2023 april";"Planciusbuurt Zuid";"       0"
"Geluidshinder evenement";"2023 april";"Jordaan";"       0"
"Geluidshinder evenement";"2023 april";"Driehoekbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Bloemgrachtbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Marnixbuurt Noord";"       0"
"Geluidshinder evenement";"2023 april";"Zaagpoortbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Marnixbuurt Midden";"       0"
"Geluidshinder evenement";"2023 april";"Elandsgrachtbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Passeerdersgrachtbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Groenmarktkadebuurt";"       0"
"Geluidshinder evenement";"2023 april";"Marnixbuurt Zuid";"       0"
"Geluidshinder evenement";"2023 april";"Anjeliersbuurt Noord";"       0"
"Geluidshinder evenement";"2023 april";"Anjeliersbuurt Zuid";"       0"
"Geluidshinder evenement";"2023 april";"De Weteringschans";"       0"
"Geluidshinder evenement";"2023 april";"Leidsebuurt Noordwest";"       0"
"Geluidshinder evenement";"2023 april";"Leidsebuurt Zuidwest";"       0"
"Geluidshinder evenement";"2023 april";"Leidsebuurt Noordoost";"       0"
"Geluidshinder evenement";"2023 april";"Leidsebuurt Zuidoost";"       0"
"Geluidshinder evenement";"2023 april";"Weteringbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Den Texbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Utrechtsebuurt Zuid";"       0"
"Geluidshinder evenement";"2023 april";"Frederikspleinbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Weesperbuurt/Plantage";"       0"
"Geluidshinder evenement";"2023 april";"Weesperbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Sarphatistrook";"       0"
"Geluidshinder evenement";"2023 april";"de Plantage";"       0"
"Geluidshinder evenement";"2023 april";"Alexanderplein e.o.";"       0"
"Geluidshinder evenement";"2023 april";"Oostelijke Eilanden/Kadijken";"       0"
"Geluidshinder evenement";"2023 april";"Marine-Etablissement";"       0"
"Geluidshinder evenement";"2023 april";"Kattenburg";"       0"
"Geluidshinder evenement";"2023 april";"Wittenburg";"       0"
"Geluidshinder evenement";"2023 april";"Oostenburg";"       0"
"Geluidshinder evenement";"2023 april";"Czaar Peterbuurt";"       0"
"Geluidshinder evenement";"2023 april";"Het Funen";"       0"
"Geluidshinder evenement";"2023 april";"Kazernebuurt";"       0"
